acc_code,incident_datetime,report_datetime,province_th,province_en,agency,route,vehicle_type,presumed_cause,accident_type,number_of_vehicles_involved,number_of_fatalities,number_of_injuries,weather_condition,latitude,longitude,road_description,slope_description
7458050,2022-12-07T13:00:00Z,2022-12-15T08:21:00Z,กรุงเทพมหานคร,Bangkok,department of highways,ไม่ทราบ,7-10-wheel truck,speeding,rollover/fallen on straight road,2,0,1,clear,13.73297817,100.6988168,straight road,no slope
7519210,2022-12-07T13:06:00Z,2022-12-29T22:08:00Z,กรุงเทพมหานคร,Bangkok,expressway authority of thailand,ดินแดง-ท่าเรือ,other,other,collision with obstruction (on road surface),1,0,0,clear,NA,NA,other,other
7458006,2022-12-07T14:04:00Z,2022-12-15T07:45:00Z,ปทุมธานี,Pathum Thani,department of highways,ไม่ทราบ,4-wheel pickup truck,speeding,rollover/fallen on straight road,1,0,1,clear,14.13710235,100.6660938,straight road,no slope
7443937,2022-12-07T14:30:00Z,2022-12-08T10:39:00Z,สมุทรปราการ,Samut Prakan,department of highways,ไม่ทราบ,6-wheel truck,speeding,rear-end collision,3,0,0,clear,13.63299529,100.9014486,straight road,no slope
7553545,2022-12-07T16:00:00Z,2023-01-07T11:17:00Z,กรุงเทพมหานคร,Bangkok,department of highways,ดาวคะนอง -  แสมดำ,private/passenger car,speeding,rear-end collision,3,0,1,clear,13.62010474,100.3874592,straight road,no slope
7441276,2022-12-07T18:25:00Z,2022-12-08T09:58:00Z,กรุงเทพมหานคร,Bangkok,department of highways,ไม่ทราบ,private/passenger car,speeding,rear-end collision,2,0,0,clear,13.73052553,100.7218196,straight road,no slope
7553484,2022-12-08T05:05:00Z,2023-01-07T10:51:00Z,สมุทรสาคร,Samut Sakhon,department of highways,แสมดำ - สะพานข้ามแม่น้ำท่าจีนฝั่งตะวันตก,private/passenger car,speeding,rear-end collision,2,0,0,clear,13.5452632,100.257202,straight road,no slope
7564047,2022-12-08T09:00:00Z,2023-01-19T10:07:00Z,นครปฐม,Nakhon Pathom,department of highways,อ้อมน้อย - ศาลายา,other,speeding,rollover/fallen on straight road,1,0,0,clear,13.75789357,100.30107,straight road,no slope
7454016,2022-12-08T10:54:00Z,2022-12-11T08:54:00Z,กรุงเทพมหานคร,Bangkok,department of highways,ไม่ทราบ,private/passenger car,speeding,rear-end collision,2,0,0,clear,13.73263033,100.7059756,straight road,no slope
7543598,2022-12-08T19:06:00Z,2023-01-04T00:11:00Z,กรุงเทพมหานคร,Bangkok,expressway authority of thailand,บางนา-ท่าเรือ,other,other,rear-end collision,2,0,1,clear,13.70934312,100.5837487,straight road,other
7553528,2022-12-08T23:55:00Z,2023-01-07T11:11:00Z,สมุทรสาคร,Samut Sakhon,department of highways,แสมดำ - สะพานข้ามแม่น้ำท่าจีนฝั่งตะวันตก,private/passenger car,speeding,rear-end collision,2,0,0,clear,13.54772402,100.2606402,straight road,no slope
7555406,2022-12-08T23:55:00Z,2023-01-10T15:08:00Z,สมุทรสาคร,Samut Sakhon,department of highways,แสมดำ - สะพานข้ามแม่น้ำท่าจีนฝั่งตะวันตก,private/passenger car,speeding,rear-end collision,2,0,0,clear,13.54568015,100.2580151,straight road,no slope
7445462,2022-12-09T03:09:00Z,2022-12-09T08:41:00Z,ปทุมธานี,Pathum Thani,department of highways,ไม่ทราบ,4-wheel pickup truck,speeding,rollover/fallen on straight road,1,0,1,clear,14.04261273,100.6982133,straight road,no slope
7514966,2022-12-09T08:30:00Z,2022-12-28T13:37:00Z,สมุทรสาคร,Samut Sakhon,department of highways,ไม่ทราบ,large truck with trailer,speeding,collision with obstruction (on road surface),2,0,2,clear,13.53320479,100.2102659,straight road,no slope
7543599,2022-12-09T09:51:00Z,2023-01-04T00:11:00Z,กรุงเทพมหานคร,Bangkok,expressway authority of thailand,ดินแดง-ท่าเรือ,4-wheel pickup truck,other,rear-end collision,6,0,0,clear,13.73961675,100.5507647,straight road,other
7474676,2022-12-09T15:09:00Z,2022-12-20T15:17:00Z,กรุงเทพมหานคร,Bangkok,department of highways,ไม่ทราบ,private/passenger car,speeding,rear-end collision,3,0,2,clear,13.72953827,100.7444879,straight road,no slope
7553504,2022-12-10T01:04:00Z,2023-01-07T11:02:00Z,สมุทรสาคร,Samut Sakhon,department of highways,สะพานข้ามแม่น้ำท่าจีนฝั่งตะวันตก - นาโคก,private/passenger car,speeding,rollover/fallen on straight road,1,0,0,clear,13.51043679,100.1399137,straight road,no slope
7564305,2022-12-10T06:30:00Z,2023-01-19T13:39:00Z,นครปฐม,Nakhon Pathom,department of highways,กระทุ่มล้ม - พุทธมณฑล,4-wheel pickup truck,speeding,rear-end collision,5,0,5,clear,13.7534116,100.3289261,straight road,no slope
7509153,2022-12-10T09:14:00Z,2022-12-26T15:30:00Z,กรุงเทพมหานคร,Bangkok,department of highways,ไม่ทราบ,private/passenger car,speeding,rear-end collision,3,0,0,clear,13.73062285,100.720915,straight road,no slope
7559016,2022-12-10T10:05:00Z,2023-01-13T09:13:00Z,กรุงเทพมหานคร,Bangkok,department of highways,ดินแดง - งามวงศ์วาน,motorcycle,failure to yield/signal,rear-end collision,2,0,2,clear,13.81421757,100.5591206,straight road,no slope
7569247,2022-12-10T15:06:00Z,2023-01-25T10:36:00Z,สมุทรสาคร,Samut Sakhon,department of highways,แสมดำ - สะพานข้ามแม่น้ำท่าจีนฝั่งตะวันตก,4-wheel pickup truck,speeding,other,3,0,2,clear,13.59189299,100.3352874,straight road,no slope
7470898,2022-12-10T15:45:00Z,2022-12-19T14:20:00Z,สมุทรปราการ,Samut Prakan,department of rural roads,สะพานภูมิพลที่ 1 ไปสะพานภูมิพลที่ 2,motorcycle,running red lights/traffic signals,other,1,0,1,clear,13.662518,100.539012,straight road,slope area
7558945,2022-12-10T15:45:00Z,2023-01-13T08:39:00Z,กรุงเทพมหานคร,Bangkok,department of highways,ดินแดง - งามวงศ์วาน,private/passenger car,running red lights/traffic signals,rear-end collision,2,0,1,clear,13.81147557,100.5595148,straight road,no slope
7558991,2022-12-10T16:20:00Z,2023-01-13T09:01:00Z,กรุงเทพมหานคร,Bangkok,department of highways,ดินแดง - งามวงศ์วาน,private/passenger car,speeding,rear-end collision,2,0,2,clear,13.81147557,100.5595148,straight road,no slope
7455680,2022-12-11T06:00:00Z,2022-12-13T10:57:00Z,สมุทรปราการ,Samut Prakan,department of highways,ไม่ทราบ,4-wheel pickup truck,speeding,rollover/fallen on straight road,1,0,0,clear,13.50831211,100.718928,straight road,no slope
7455059,2022-12-11T11:47:00Z,2022-12-12T09:06:00Z,กรุงเทพมหานคร,Bangkok,department of highways,ไม่ทราบ,4-wheel pickup truck,speeding,rear-end collision,2,0,3,clear,13.73281923,100.7018209,straight road,no slope
7511636,2022-12-11T17:30:00Z,2022-12-27T13:14:00Z,กรุงเทพมหานคร,Bangkok,department of highways,ไม่ทราบ,4-wheel pickup truck,running red lights/traffic signals,rear-end collision,2,0,0,clear,13.75359834,100.7463709,straight road,no slope
7519396,2022-12-12T05:15:00Z,2022-12-30T00:12:00Z,ปทุมธานี,Pathum Thani,expressway authority of thailand,บางปะอิน-แจ้งวัฒนะ,7-10-wheel truck,other,rear-end collision,2,0,1,clear,13.961421,100.56709,straight road,other
7457293,2022-12-12T07:30:00Z,2022-12-14T12:06:00Z,กรุงเทพมหานคร,Bangkok,department of highways,ไม่ทราบ,4-wheel pickup truck,speeding,rear-end collision,3,1,1,clear,13.84485508,100.6726009,straight road,no slope
7553476,2022-12-12T10:00:00Z,2023-01-07T10:50:00Z,สมุทรสาคร,Samut Sakhon,department of highways,สะพานข้ามแม่น้ำท่าจีนฝั่งตะวันตก - นาโคก,van,speeding,rear-end collision,2,0,0,clear,13.54340933,100.2454515,straight road,no slope
7455452,2022-12-12T10:50:00Z,2022-12-13T09:44:00Z,ปทุมธานี,Pathum Thani,department of highways,ไม่ทราบ,private/passenger car,speeding,rear-end collision,2,0,0,clear,13.9582582,100.712712,straight road,no slope
7457478,2022-12-12T12:30:00Z,2022-12-14T14:20:00Z,สมุทรปราการ,Samut Prakan,department of highways,ไม่ทราบ,4-wheel pickup truck,speeding,rear-end collision,2,0,0,clear,13.66644873,100.8494123,straight road,no slope
7512339,2022-12-12T15:00:00Z,2022-12-27T14:53:00Z,นนทบุรี,Nonthaburi,department of highways,ไม่ทราบ,large truck with trailer,loss of control,rear-end collision,2,0,0,clear,13.91938462,100.41155,straight road,no slope
7469844,2022-12-12T15:40:00Z,2022-12-19T08:30:00Z,กรุงเทพมหานคร,Bangkok,department of highways,ไม่ทราบ,private/passenger car,speeding,rear-end collision,3,0,2,clear,13.72953827,100.7444879,straight road,no slope
7565523,2022-12-12T16:00:00Z,2023-01-20T11:41:00Z,กรุงเทพมหานคร,Bangkok,department of highways,ดาวคะนอง -  แสมดำ,private/passenger car,vehicle equipment failure,other,1,0,1,clear,13.61398443,100.3814181,straight road,no slope
7561161,2022-12-12T17:11:00Z,2023-01-17T06:14:00Z,กรุงเทพมหานคร,Bangkok,expressway authority of thailand,แจ้งวัฒนะ-พญาไท,other,other,rear-end collision,3,0,0,clear,13.80772072,100.5484626,straight road,other
7519397,2022-12-12T19:59:00Z,2022-12-30T00:12:00Z,นนทบุรี,Nonthaburi,expressway authority of thailand,บางปะอิน-แจ้งวัฒนะ,4-wheel pickup truck,other,rear-end collision,2,0,0,clear,13.91193174,100.5442963,straight road,other
7455396,2022-12-12T20:43:00Z,2022-12-13T09:31:00Z,ปทุมธานี,Pathum Thani,department of highways,ไม่ทราบ,private/passenger car,speeding,rollover/fallen on straight road,1,0,2,clear,14.04723003,100.6984587,straight road,no slope
7457122,2022-12-13T01:29:00Z,2022-12-14T10:05:00Z,ปทุมธานี,Pathum Thani,department of highways,ไม่ทราบ,4-wheel pickup truck,falling asleep,rollover/fallen on straight road,1,0,0,clear,13.97645251,100.713243,straight road,no slope
7543600,2022-12-13T03:30:00Z,2023-01-04T00:11:00Z,กรุงเทพมหานคร,Bangkok,expressway authority of thailand,บางนา-ชลบุรี,other,other,other,1,0,1,clear,NA,NA,straight road,other
7455361,2022-12-13T06:30:00Z,2022-12-13T09:14:00Z,กรุงเทพมหานคร,Bangkok,department of highways,ไม่ทราบ,4-wheel pickup truck,speeding,rear-end collision,2,0,1,clear,13.82545757,100.6743188,straight road,no slope
7559000,2022-12-13T08:00:00Z,2023-01-13T09:09:00Z,กรุงเทพมหานคร,Bangkok,department of highways,ดินแดง - งามวงศ์วาน,private/passenger car,speeding,rear-end collision,2,0,2,clear,13.77929553,100.5565128,straight road,no slope
7474708,2022-12-13T09:40:00Z,2022-12-20T14:27:00Z,นนทบุรี,Nonthaburi,department of highways,ไม่ทราบ,other,speeding,rollover/fallen on straight road,1,0,0,clear,13.94342318,100.4277273,straight road,no slope
7512256,2022-12-13T10:30:00Z,2022-12-27T14:51:00Z,นนทบุรี,Nonthaburi,department of highways,ไม่ทราบ,private/passenger car,loss of control,rollover/fallen on straight road,1,0,0,clear,13.97734259,100.437565,straight road,no slope
7458218,2022-12-13T11:13:00Z,2022-12-15T09:57:00Z,สมุทรปราการ,Samut Prakan,department of highways,ไม่ทราบ,4-wheel pickup truck,speeding,rollover/fallen on straight road,1,0,0,clear,13.67415357,100.8381865,straight road,no slope
7515296,2022-12-13T13:20:00Z,2022-12-28T13:30:00Z,สมุทรสาคร,Samut Sakhon,department of highways,ไม่ทราบ,4-wheel pickup truck,speeding,rollover/fallen on straight road,1,0,0,clear,13.52351604,100.1815397,straight road,no slope
7553544,2022-12-13T17:35:00Z,2023-01-07T11:18:00Z,กรุงเทพมหานคร,Bangkok,department of highways,ดาวคะนอง -  แสมดำ,motorcycle,speeding,rear-end collision,2,0,1,clear,13.67044425,100.4526463,straight road,no slope
7567866,2022-12-13T18:40:00Z,2023-01-24T06:54:00Z,นครปฐม,Nakhon Pathom,department of highways,นครชัยศรี - พระประโทน,7-10-wheel truck,speeding,rollover/fallen on straight road,1,0,0,clear,13.80575759,100.1552497,straight road,no slope
7472434,2022-12-13T21:30:00Z,2022-12-20T07:36:00Z,สมุทรปราการ,Samut Prakan,department of rural roads,สะพานภูมิพลที่ 1 ไปสะพานภูมิพลที่ 2,private/passenger car,running red lights/traffic signals,other,2,0,2,clear,13.662518,100.539012,straight road,slope area
7519400,2022-12-13T22:33:00Z,2022-12-30T00:12:00Z,สมุทรปราการ,Samut Prakan,expressway authority of thailand,บางพลี-สุขสวัสดิ์,other,other,rear-end collision,2,0,0,clear,13.624149,100.600689,straight road,other
7458190,2022-12-14T05:32:00Z,2022-12-15T10:01:00Z,กรุงเทพมหานคร,Bangkok,department of highways,ไม่ทราบ,4-wheel pickup truck,speeding,other,1,0,0,clear,13.73308923,100.7924211,straight road,no slope
